score,content
5,"Sangat bagus iklan nya juga gak begitu banyak, ini sangat membantu proses pengeditan ku"
4,"Bgus cma hrus nonton iklan dlu bru bsa ngedit, lbih bgus klau lngsung bsa ngedit tnpa nonton iklan dlu"
5,"yg bilang aplikasi nya jelek,tapi boong itu bocil semua🤮🤮🤮mungkin si bocil kurang bahagia yaaa🥴maka nya kaya gitu🤣Hai FaceApp Kamu Sangat Keren"
5,Suka banget.tp tlg si jgn berbayar kalo mau bnyk aplikasi nya.ne dikit bgt.bnyak yg hrus berbayar.
5,Bgus bnget ni aflikasi y tpi kalw bisa semua menu bisa di pskai pakai kuota..
1,"aplikasi cacat knpa pas foto kamera ada yg tidak beres terus tulisanya parahh ,percuma donlod"
5,sangat bagus sekaliiiiiii saya senang karna bisa membuat saya dan keluarga saya senang saya akan menyuruh keluarga saya untuk mendonlowt aplikasi faceapp ok makasih thx
4,Tolong di perbaiki lagi ya.. Sedikit mengecewakan tapi bagus kok.. Yg bikin saya kecewa itu masuk nya .. Ribettt bangett 🥴 ya makasih ya tolong ditanggapi ..
5,"Nice, cuman sekarang ada kurang bagusnya harus pake pro pilihan iklannya di hilangkan sayang sekali iklan kan berbayar juga kan ..."
1,Katanya bisa dibuat yang aneh dan foto kita apabila kita install aplikasi ini bisa mensalah gunakan foto kita saya tau dari tv semoga kalian gak download game ini ya terimakasih
1,"Makin kesini malah makin kesana Semua jadi pro njir gak bisa pake iklan kek dulu,dahlah serah lu mau apain ni aplikasi"
1,Aplikasi ya sebenarnya Bagus tapi bisa mehabiskan uang tanpa di sadari dan bagaimana caranya supaya berhenti dari setatus pro tolong beri jawaban ya pake bahasa Indonesia saya tunggu...?...
5,Nice App... -hanya murahkan sedikit harga efek pro'nya -selebihnya sudah bagus
5,Hai nama Saya Yumna Aplikasi ini sangat bagus dong aku Bisa rumbah rumbah foto foto akuu makaish ya Udh ngciptain aplikasi ini semangat teruss ♡♡
1,Sangat kecewa dengan aplikasi ini sdh engga bisa dipakai lgi padahal dlu bisa dipakai ??? Benar mengecewakan aplikasi ya😔😔😔
5,"Waw ini bagus sekali, kalian harus coba lo jangan sampai gk donwload,oh iya perkenalkan nama aku Nadira,dan terimakasih nya ini"
1,Gitu ya cara nyari duit yaa mnrt ku bagusan dulu yg pro paling pke iklan skrg fitur ny hampir smua pake pro cuihh
1,Semenjak update ga bisa oake pro kewat iklan udh males pake nya mending uninstall mode
3,"kok bayarnya mahal bgt pke faceapp y,y ampun maklumlah pngguna android baru yg msh gaptek...😢"
5,hai nama aku gendis ayu aprilia biasanya dipanggil gendis. pas aku instal aplikasi ini aku seneng banget pas aku klik pas aku remaja dan dewasa ternyata aku cantik banget oh iya aku kelas 4 aku umur sembilan tahun . assalamualaikum
1,Kembalikan ke sebelum nya..yang hanya menonton iklan untuk mendapatkan fitur PRO... ingat netizen +62 .. semoga apk faceApp semakin bagus
5,Asslkm... nm saya marwah wah kalian hrs dowload soalnya aplikasinya keren banget pokoknya kalian hrs cobain kakak ak aj udh nyobain buruan kalian dowload aplikasinya udh segini aj dr ak terima kasih
5,"𝙸 𝚕𝚘𝚟𝚎 𝚒𝚝 sih awalnya, tp setelah upgrade goodbye deh🤦ga bisa dipake lg mo berbayar mehong beut dah 🙍"
3,"Menurut saya aplikasi ini sudah bagus, tapi sayangnya untuk menikmati versi PRO harus berbayar terlalu mahal"
1,"Kenapa setiap dipakai selalu gk bisa tolong ya, diperbaiki biar semua nya merasa nyaman sama aplikasi nya 🙁"
1,Udah gak bisa nonton iklan klo mau pake pro... mentang2 banyak bintang 5 nya jadi belagu haha
4,Wah aplikasi y bgus bngt tapi bnyak yang berbayar mohon di tingkat kn lagi untuk yang bnyak gratos ya😂
5,sangat bagus sekal terimaksih... bagus trrimaksih bagus tapi tolong rambut pendek nya ko ga ada
1,sue ngabis2in paket data gw doang..malah ada yg gk beres trus.emng aplikasi nya yg gk beres kecewa udh downlod
5,Aplikasi cantik dan bagus makasih faceapp tapi synk nya kok yg lain bayar itu yg GK enk nya
5,Buat kalian yang bilang aplikasi ini sangat jelek lalu ujung nya bagus buat apa si basi tau gak bocil banget
3,Kirain bisa edit foto bebas gk tau nya beli harus bayar gimna cobak Saya kasih bintang 3 mending lah saya abis download gk bisa pake
5,"Gw donlot ini karena tiktok, n gw jg penasaran sma wajah gw klo di ubah gmn 🤣🤣🤣, pokoknya nih apknye keren dah"
1,knp gak bs di buka .. aplikasi nya atau hp nya yg gak bs untuk aplikasi ini...mohon jawabannya biar gak pada kecewa
3,Byk yang hrs di download lg bkn free lg tp berbayar. Ngga smua di apps ini free ternyata.
5,"keren neh aplikasinya ,, bikin terhibur dan bisa bercermin tentang diri sendiri 😁👏👏👏👏👏"
5,Apk bagus... Jd penasaran pngen coba...jd ketawa geli sendiri...hehehee
5,Aplikasi terbaik untuk mengedit kalian harus download aplikasi ini supaya kalian tahu gimana rasanya bisa ngedit foto aku senang banget sama aplikasi inimakasih yang udah ciptain aplikasinya aplikasi ini bagus banget
5,Q suka aplikasi ini wajah bisa di rubah penampilan pokonya siiiip dech gx nyesal dech download aplikasi ini.
4,"Bisa gak sih balas ratingnya jangan pake bahasa inggris , kasian orang indo asli ga ngerti,, termaksud saya,,"
1,Sekarang apl faceapp sangat mengecewakan.. Bagusan yg dlu ada iklanya.. Tolong dong di perbaiki🙏
4,Guut sih tapi banyak yg pro yg mengharuskan kita untuk keluar duit agar bisa fitur yg lebih
5,Aplikasi yang bagus aku suka. Tampang jalek bisa Jadih ganteng pokok e mantap deh
5,"omgjiji, dulu nilai mtk ku 20, 30, kadang juga 15 tapi setelah memakai aplikasi ini saya disangka kepala sekolah, terima kasih face App... unch"
5,"Mantaaap bingit bisa buat hiburan, tpi klo bisa jngn banyak iklan nya klo mau ganti2 fto"
1,jelek banyak ber bayar nya jangan di donlot biar turun pringkat nya.. makin banyak yg donlot makin banyak yg ber bayar..
3,Iya bagus ini apk Cuma kalo bisa jenggot nya jangan satu pilihan aja minimal ada 5 pilihan lah
5,"bagus sih aplikasinya tpi kenapa sering gak bisa,, ADA YANG TIDAK BERES.. knapa bisa begitu min"
1,Aplikasi apaan nih jelek bangettttt ttttttttttttttt tttttttttt klo mau buka galeri lama bangettttt nyesel gw download nya
5,"Mantap saya sama anakm dan pondakan saya suka apl ini karna bisaenjadi cantik dan awet muda,mantul deh sy suka"
5,"Annyeong hasseeo/kon'nichiwa. Aplikasi nya bagus banget. Saya suka keren abis,tapi yg pro gratis dong ❤️.ok. Annyeong."
5,"Bagus banget hasil editannya, puas deh kalo pake aplikasinya.tganks Face APP"
5,mantap sy yg tadinya terlihat jelek dengan aplikasi FaceApp skr bisa terlihat lebih cantik
5,FaceApp ini membuat saya jadi lebih cantik dan elegan dari tidak cantik menjadi cantik makanya saya kasih bintang lima janagan lupa donlowd FaceApp ini ya
5,"Sangat bagus aplikasi,nya z pikir ke depan bisa jadih yang lebih bagus lagi"
5,Keren ini..Cuma yg pro bulanan nya mahal amat!! Org juga blm tentu langsung ambil tahunan..
1,"ada yang tidak beres, harap coba lagi...terus aja ada tulisan ini...klo sudah bisa dipakai lagi aplikasinya baru saya kasih bintang 5"
1,Gak bisa Dapat Gratis Lagi Pake Video Kayak dulu ... apakah not supported with REDMI 5 plus
5,Suka dengan editan nya. Tapi terlalu banyak yg harus di beli
3,"Awalnya bagus, tapi kok offline terus pdhal jaringan di pake internetan lancar"
1,Aplikasinya sekarang jdi jelek.ga kaya dulu😓balikin lgi kaya dulu donk😌sekarang mh ga ada tonton iklan lgi.harus pro jdi harus dibeli😌sedih tau aku😭
4,Bagus banget aku suka sama aplikasi ini Tapi sayangnya loadingnya lama Tolong diperbaiki ya Nanti aku naikin bintangnya
1,kok setiap saya ngedit foto kok coba lagi yaa...tolong di tanggung jawabin ini...!!
5,Aplikasi nya bagus banget buat kalian yg blm download buruan download deh gak bakalan nyesel kok percaya deh ok segitu aja pesan aku bye
1,Kenapa sekarang semua nya harus pro sih mending kayak dulu aja di kasih gratis nonton iklan dari pada pro
5,"yaaaa ini sangattt menarikkkk dan dapat membuat saya merasa percaya diri untung men upload foto ke sosial media, thanks face app"
5,"sy kasih bintang 5,app y bagus cuman kebanyakan yg pro y dri yg gratis. klu bs banyakin gratis y ya 😊😊😊"
5,Semuanya sedang nge tran dengan aplikasi faceapp jadi ikut ikutan download faceapp 😂😂 aplikasi nya juga bagus
1,harus bayar baru bisa di pake........ klo gk baya pasti tulisan ny (ada yg tidak beres) wkwkwk un...........al
5,Wah bagus kali ini aplikasi nya bisa gedit muka orang orang .pasti kalian nga nyesel deh kalau download aplikasi ini. Download sekarang nya faceapp;)
2,Dulu aplikasi ini keren bgt walopun liat iklan. Tp sekrg ko jelek banget hrs pake pro.
5,Aplikasi ini sangat bagus sumpah deh apk ini bagus kalian harus instal ni apk sangat bagus
5,Bisa ngedit muka lucu da hilang kan pro nya ganti menjadi iklan tolong saya sudah kasih bintang 5
1,"Aplikasi nya gak bagus sekarang mau buka aja pakai beli segala, kalau dulu gratis mau edit foto😏"
5,Bagus banget kmera nya editan nya semau kita bisa cantik bisa bkin lucu
5,Saya sangat suka aplikasih makasih yg sudah buat aplikasih ni semoga kedepannya bagus trs ya juga lancar dan yang membuatnya sukses trdls kedepan Amiin🥰🙏💖🙏
5,Sya beri bntang 5 krna aplikasi nya ckup memuaskan.tpi tlong fitur2 tmbahannya mbok jgn hrus beli klau bisa di gratisin...
5,Lumayan bagus apk nya aplagi kalo gratis smua Gk ada pro2 an bgtu.😊
1,Semua harus bayar..padahal dulu bisa menggunakan dengan nonton iklan
5,"Aplikasi bagus n lucu bikin senang walaupun ga sesuai kenyataan,thanks ya"
5,Aplikasi faceapp sgt bgs wajah kita bnr2 berubah jd sgt cantik jd sering selfi ml😄
5,"Seneng bnget dengn ada ny aplikasi nie jd bisa d ap"" in poko ny mntul bnget aplikasi ny"
4,App ini ckup bisa memberikan peringatan bahwa tidak ada yg abadi di dunia ini termasuk juga fisik... I like it
5,Bagus tapi kuràngi iklannya untuk yang bukan pro..jangan terlalu sering
1,"Saran saya kalau mau apk ini rame lagi, adain algi fitur iklannya untuk menggantikan yang pro Soalnya gak setiap hari orang² memakai apk ini"
1,kok gk bisa di pake yah ?? ud di instal ktax dsruh coba bbrp saat lagi.. hmmmmm
5,Kerennnnn.aplikasi ini sgt keren...makasi buat yg punya applikasi ini..sangat² keren
5,"Bagus juga ini aplikasi,Bisa menipu banyak orang dengan wajah2 cantiek dan ganteng,hehehehe,mksh😊😊😊😊😊"
5,"Saya sangat suka aplikasinya , mudah untuk mengelabui pacar yang cumandang fisik:)"
5,"Turunin harga pro nya ke harga ekonomis,, ini akan jadi app ternyaman di pakai... we wait next"
5,Whiiii BAGUSSS. Dulu jaman fesbuk ada si aplikasi2 gini tapi kelihatan fakenya. Ini beneran kayak asli
5,bagus app nya...namun sayang untuk langganan pro nya mahal bangeeeettt.....
1,"ini kenapa pas pemrosesan foto nya loading terus lama gak selesai""??"
3,"Kalo caraku lumayan bagus bapak ku kemaren aku jadi in di FACE APP dibuat Mbah-mbah😂,, pokoknya seru, kalian wajib download😄😄😄"
5,"Suka app ini, bs mewarnai rambut tanpa semir, ganti gender ga hrs transgender pokoknya suka suka suka"
5,"Bagus!, merasa senang ada hiburan. Mantap pisan euy. Oke punya FaceApp , lebih maju terus. Teman2 minta aplikasi ini, dari FaceApp tinggal download ."
5,Bagus bgt aplikasi nya........................ ............................................................................................................................................................................................................................................................................ .kok masih liat kebawah kan udah dibilang apk nya bagus
5,Bagus banget aku suka aku jadi bisa lihat muka ku kalo dah tua wkwkwk makanya aku kasih bintang 5 yang belum download buruan gak bakal nyesel deh Asyikkk
1,"Loh? Koo sekarang kalo mau pake efek nya harus pro semua? Perasaan pas belum di update ada yang gratis, kok sekarang harus pro semua sih, dah lah uninstall aja"
5,Aplikasi ini bagus banget.yg tidak mungkin menjadi mungkin.pokoknya mantap banget.👍👍👍👍👍👍👍👍💖
5,Mantap jiwa.. Tpi fitur fiturnya masih banyak yg harus beli
5,aplikasi sangat luar biasa trimakasih buat pengembang perbanyak lagi untuk yang tdk pro
1,"Uninstal aja enggk beres ni Aplikasi, nagibisi kouta aja, capek kali Lihat orng yg buat aplikasi ini, capek, capek, hapus aja aplikasi nya"
3,"Cukup lumayan, namun megapa harus prabayar untuk editan"
5,Assalamu'alaikum Aplikasi ini bagus banget bisa sangat membantu sekali......... oh ya teman teman do'a kan ya semoga saya besok mendapatkan juara satu😁👩👍
5,"Wow... Aku suka bangett dgn aplikasi ini, pokok nya kerren.. Lah.. Terimakasih yg sudah bikin aplikasi ini Mantapp..!!."
5,"Bagus says suka skali walaupun cm sedikit perbedaannya,cm synk hrs Bli dl biar tmbh k riasan berikutnya...."
5,Keren aku suka tapi ada yg tdk aku suka. Ya itu kenapa harus pake bayar segala. Kan gratis lebih asyik hehehe...
5,Terimakasih yahhh atas aplikasi ini Karna apk face app ini sangat membantu untuk mengedit fotoku ataupun foto teman2 👏👏👏❤️❤️
5,"kalo mau bisa biar ga koneksi gagal mulu, rekomed pake turboVPN sihh👌, mungkin bisa membantu"
5,bagi kalian yang merasa kurang cantik bisa Download app ini. Krn app ini sungguh memuaskan hasilnya sungguh aku menyukainya segera Download
5,"Bagus banget FaceApp nya, aku jadi ngikutin hantu kuntilanak. Horee,.. akhirnya aku bisa ngeprank ke temen temenku deh, makasih semua"
5,"Waaaaaaaaaaahhhh,,,,,,,,,, aplikasinya hebat bngt yah aq lg Download dari 57 langsung ke 60 dan aku pengiiiiiiiiiiiiinnnn bngt download aplks iniiiiiiiiii TRMKSH APLIKASI FACEAPP 😍😍😍 DAN SEGINI DULU YAAAA COMENTAR AQYYYUUUUUU"
1,Game nya lumayan tapi ada salah satu yang pengen aku ucap kan face App nya masa ada nama orang gila tapi Ya masa iya orang gila nya ada yang jelek ada yang ganteng kan aku jadi bervikir kenapa ya orang gila nya ganteng bukan nya aneh kan ya udah deh mending Game nya di benerin ya
5,Tolong buat akses foto agak cepetin Tapi emng ini apk ny bagus tapi mohon di perbaiki ya sekian dari sya terimakasih 👌
5,"Mantap aplikasi ini......nggak nyesel deh download aplikasi ini, maju terus pembuat aplikasi, jangan mundur tunjukkan karyamu."
5,"Ada update ini lebih bagus,saran beri efek pakaian seperti: -pakaian dokter -pakaian model -pakaian pilot -pakaian muslimah -dan lain sebagainya"
1,Semakin ga bisa liat iklan buat nerapin efek semakin sepi aku saranin ga usah download prcuma ngedit pun ga bisa
5,keren banget.....jd gimna gitu face muka aku jka pake face app...hehee....tq face app sukses trus yah
5,"tolong d'bagian tatonya penempatan nya terserah yg ngedit aja,itu akan lebih bagus lagi"
5,Iya bagus asalnya wajah aku lumayan cantik ditambah cantik lagi terimakaasih face app
4,bagus suka bangett jadi bisa edit foto foto deh pokoknya Good . 👌
5,"Aplikasi menarik Untuk menghibur diri dan menipu orang, melupakan sejenak bosan dengan keadaan PSBB."
3,"kurang kreenn..soalnya yg di proses cmn di wajah saja..yg lain tdk ikut spt leher,tangan.. gk seru...🙄🙄🙄"
4,begituu instal langsung update tp pas udh mau editt gak bisa malah erorr ..
5,"Sangat bagus,tapi tolong di gratiskan aja semua baik yg pro maupun yang tidak"
1,Aplikasi nya semakin buruk.. Update bukan nya bagus malah jadi semakin parah
1,gk bisa d buka sllu bacaan maaf ada yg tidak beresss app apaan nih da unistal lalu instal lagi ttp aja bgtu
5,Keren...cuman kurang dukungan jika gratisan. Dan PRO nya Kemahalan
1,aplikasi nyaa ko begini? malah menyimpan foto dan tidak bisa di hapus. saya sangat kecewaa
5,"mantap . tak merasa bangun tidur udah tua aja , wkwkwk pokonya mantap deh nyesel lu kalau enga download #faceapp ini ."
5,Mantap aplikasinya... Kalau bisa versi edit offlinenya juga disiapkan
5,"Mantap banget ni Aplikasi FaceApp,sayang harganya agak mahal klo bisa mah turunin👍"
5,Sya sngat ska dgan aplikasi ini Mka nya sya ksh bintang 5 Dan klo bisa tambahkan lgi pitur yg lebih sangat menarik dn lebih lgi terimakasih
3,"Aku kasih bintang tiga aja dulu, soalnya awalnya aku download bagus banget, tapi bgitu di pakai ke dua kalinya dah gk menaggapi sama sekali"
5,Aplikasi jelek sumpahh jangan ada yang download geh mndng dripada nyesell tt-tapi boong🤣 bagus bngt aplikasinya kalian semua wajib download pokkonya 😍😍😍
1,"setiap pilih foto terus loading , trs gabisa dengan balasan ""ada yg tidak berres"" gaelas emang"
5,Aplikasi yang Sangat bagus dan mudah di gunakan... Semoga lebih maju🙏🙏👍👍👍👍
5,Aplikasi yang bagus editannya lucu saya jadi ketawa terus selama mengedit
5,Apaan ni download udah 100 tapi kagak bisa-bisa padahal donwloadnya kemarin pokoknya nyebelin!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!
3,"Baru mau coba,klw bgs saya lanjut,klw jlk dan susah aku hapus lagi apk nya,,mudah""bisa ya biar saya jadi penguna apk faceApp"
1,"gitu lg viral agechalangge aplikasinya langsung bermasalah, efek banyak yg instal kali,"
1,"aplikasi nya kek tai buang"" kuota aja dh download kaga bisa di gunain buat apa??? tolong donk di perbaikin lagi aplikasi nya jangan cuma buang"" kuota saja"
5,100 mantullll tapi tolong bikin gratis semua lahh jangan pake acara beli vocher segala yang bagus2 nya hehehe
1,"kok eror yah gabisa di pake apk nya ,, td ny mau kasih bintang 5 eh berhubung gak bisa yah aaku kasih bintang 1 aja"
5,Tadinya aku gak tau cara penggunaannya tapi pas aku otak- atik. Aplikasiny bagus banget
1,Daripada bayar lebih baik unistal gak guna banget harus bayar dipake juga jarang
5,"Hallo namaku alifa,biasa dipanggil ainin aplikasi ini sangat bagus bgt aku suka thank's yg udah buat aplikasi ini"
5,aplikasi nya pertama bisa dibuka ehhh keduanya gak bisa padahal kuota gue banyak loh 7gb
5,"Muka gw kelihatan dekil kalo jadi laki laki anjer 👁👄👁👊🏻 but aplikasinya bagus banget sih, buat devnya semangat terus ya"
1,Wah aok ini bagus banget jadi wajah kita bisa di dekor macam 2 bagusssssssssssssssssssssssssssssss bangetttttttttttt deh!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
2,"berkali"" download kok gk bs proses fotox yah,sll coba lagi tulisannya"
4,"Jangan yg bayar terus dong banyak kali pro nya, maaf saya kasih bintang empat, karena banyak kali bayarnya"
5,"Assalamualaikum, saya sangat suka aplikasi Face App ini.Mengapa?Karena fitur²nya keren banget saya kasih bintang 5 yaa terima kasih"
3,keren sih.. tapi tiba tiba gak bisa kepake. selalu ada kesalan
5,keren .. kemiripan nya tinggi .. aplijasi yabg bagus untuk mengedit photo
1,"aplikasi apaan gak bisa diedit tulisannya ""ada kesalahan ""terus"
1,"saya merasa kecewa karena sudah donwload tapi buat ngedit loding terus,!!! aplikasi hoax!"
1,keluar kucing mulu.. kenapa ya? apa androidnya kurang support?
5,saya pakai sih tidak ada masalah terdeteksi tapi ini sangat luar biasa😍😘
5,Aplikasinya bagus banget bisa mengspirasi byk orng trimah kasih buat yg udah buat aplikasi ini
5,"Aplikasinya cukup menghibur edit"" foto temen buat dibagi ke group whtapp"
5,Bagus cara instal ny gimana ko app ny gak ke simpen si jadi kalo mau di gunain harus download lg
5,tingkat kualitas nya dan kalo bisa free untuk jengot di perbanyak
2,"sudah diulang2 tetap tidak bisa memproses foto, dgn alasan ada yg tidak beres"
1,gk jadi kasih bintang 5 awalnya aja abgus kesini nya makin parah gk bsa ngedit. ada yg tidak beres terus huh
5,"Iiih keren bingitz. Aku sukaa hasilnya, luar biasa puas dan gak akan hapus ni app. Keren"
3,lumayan bagus editan nya cuma loading ny itu lho yg paling kezel nungguin nya😰😰😰
5,Aplikasi nya bagus banget kalo lagi Ngedit yg lucu lucu Suka ketawa ketawa sendiri xixixi 🥰❤️
1,satu aja bintangnya abis yg free dikit aku kan miskin ga punya duit banyak ga bisa beli yg pro 😭
5,"Aplikasinya udh bagus,cmn klau bisa tmbhin efek gundul/botak..skrng aku ksih bintang 5"
5,Apk nya bagus tapi tolong jangan ada VIP kalau ada VIP gak bisa nyoba vitur lainnya
1,kenapa kagak bisa ngedit slalu aja salah udh coba beberpa foro tetep aja gak bisa bisa
5,Bagus ... Apalagi kalau ditambah fitur aneka kerudung ...bukan cuman gaya rambut aja
2,Semakin tidak enak menggunakan fitur ini. Enakan fitur yang dulu
5,"Asalamualaikum,Saya Baru Downloads Aplikasi FaceApp,Dan Saya Downloads Apk Ini Diberitahu Oleh Teman Saya, Ternyata Ini Apk Yang Sangat Buagus,Dan Saya Juga Kasih Bintang6,Dan Tanggapan Sya Satu Lagi Dua Jempol And Thankyou"
5,Saya akan beri nilai bintang lima trus kalau apk ini bisa digunakan kembali kalau ada iklan seperti pertama kali saya dwonlod ini apak face app
5,Ini apk nya bagus banget apa lagi kalo orang tua edit di apk ini kek keliatan awet muda yang muka bayak jerawatan bisa jadi muluas
1,Blh lh sikit. Tp tp klo kita bka gaya photo lainnya. Mesti kita berlangganan 🤦‍♀️🤦‍♀️ mohon di peemudahkan lgi. 🙏
5,Aplikasinya bagus sihh.... tapi sayangx pakek kuota cobak di gratisin kan tambah enak
1,"gak bisa dipake dong, malah ada gambar kucing bilang server gak bisa dipake 😭😭"
5,Aplikasi ini sngt bagus bg kite2 yg punya wajah pas2an..bisa bermimpi jd beutiful girl😅😅
5,cukup puas dengan foto editanya semoga untuk yg lain juga berguna.buat hiburan gambar ny
5,"Seneng banget punya app ini, jdi suka edit² foto , pokok ny the best 👍"
5,Sumpah ini pakai faceAPP-nya itu bagus banget keren dan menarik dan jangan lupa kalian harus beri bintang dan ulasannya guys nggak kalian harus download faceAPP ini Dinda yang bikin keren banget
3,"ga bisa dibuka appnya,padahal loading udah lama 😭,kenapa iya?"
5,Bagus banget bisa jadi ganti ganti sy suka banget sama aplikasi nya bisa jadi cowok atau bisa jadi cewek
5,"Muak liat anak indo skrg. Alay banget. Mau komen pun ndak jelas. Aplikasi ini jelek lah padahal ksih bintang 5. NORAK kalian bocil2 gk bermutu 👎👎. Btw, bagus banget app nii good ☺"
5,trimakasih face app dgn ada nya aplikasi ini jd mudah berkreasi.
5,"Aplikasinya bagus, jd bisa edit2 tanpa komputer"
5,"Buat ngedit foto bagus hasiiilnya,pokoknya siiiip dech,ga rugi download aplikasi faceapp..........👍👍👍👍👍"
5,membuat orang tertawa dan dapat melihat orang dengan berbagai gaya serta usia nanti.
5,Keren banget ini bisa ngubah muka sesuka hati klo ada bintang sejuta gw kasih dah tuh
5,"Bagus ,akan lebih bagus kalo tanda air nya lebih kecil bentuk nya"
5,saya sangat suka sekali aplikasi ini jdi edit poto sesuka hati sya trus sya kasih 5 bintang
3,Bagus sukak. Sayangnya kbnyakan premium. Hmmm yg gratis dikit banget
1,ga bakalan berkembang app ini kalau pas lagi rame baru eror...gw langsung Uninstall
1,"Apk nya lelet banget,,,, pahal jaringan nya bagus, hp nya ram besar, memori besar"
1,"app payah baru donlod di coba pakai malah keteranganya ""ada yang tidak beres"" coba lagi tapi ttp aja. mubazir kuota buat donlod ga guna"
1,"Aq suka face app yg dulu,,, yg skrg jelek,,kebanyakan pro, jadi aq delete"
4,hampir sempurna.. cuma agak lama apply facenya
1,"jelek,wkt proses ga bsa terus keluar tulisan error sorry sy uninstall sungguh kecewa!"
2,Ini kenapa gak bisa melihat iklan lagi untuk yang versi proo...
3,Bagus sih.. tpi tolong di kurangin iklan ny
2,"knpa tidak bisa merubah wajah menjadi tua, tiap di coba baca nya ada kesalahan"
4,"Yang PRO bayarnya jangan mahal² dong, misal Rp. 30.000 gt masih terjangkau. Tolong diturunkan bayarnya!!!"
5,aplikasi nya bagus banget makanya aku kasih bintang 5 makasih yang udah buat semangat yang udah buat inia
3,Bagus👍👍👍tapi q kasih 3🌟 soalnya badannya gak bisa ngikut..klo badannya bisa ikut q kasih 10 🌟
5,Aplikasi nya keren deh guys... Tapi sayang nya bnyak yang byar coba gratis semuanya hahha 🤣
1,selalu muncul gambar kucing.. ada yang tidak beres. kecewa ah.. !!!
5,aku fotonya jadi bagus banget 😇 yang tadinya biasa aja bisa jadi luar biasa😄
1,aplikasi ga jelas...ga bisa ngakses fto ku...aneh ada yg tak betea harap coba lagi..kalau tak sanggup buat apk.edit foto jgn dibuat..buang2 kuota aja
2,Ini sebenarnya aplikasinya bagus pas mengedit «ada yang tidak beres»
5,"Awalnya saya malu memakai aplikasi ini, tapi setelah saya coba-coba ternyata kemaluan saya hilang:)👌. Terimakasih developer yang telah membuat aplikasi ini"
5,"Aplikasi macam apa ini?!?!?!?!???????!!!!!!!!!!!!!!!!!!!!!!!!!!!!?!!!!!tapi boong hayuk!! kalian wajib donlod, klo kalian pengen panjangin rambut dan memakai efek menarik, pake aplikasi ini 😀😀😀😀😀😀😀😀"
5,Adik ku download aplikasi ini. Enak banget. Tapi aku mau Duiwlod gak bisa karna ruang penyimpanan ku penuh
4,"Suka sama aplikasi ini, sayang berlangganan, kalau gratis semua pasti suka banget"
2,"Dulu padahal bisa fitur pro dengan nonton iklan kenapa sekarang gak bisaaaa, sumpah kecewa"
5,"Bagus aplikasinya, jadi terhibur lihat perubahan wajah yg instan 😀😀😀"
5,"Gemezz sama aplikasi ini, bisa seru seruan mengubah wajah."
5,kerennn.....tp banyakin yg versi gratisnya dong biar tambah seeruuu 😁😘
5,Aplikasi ini sangat luar biasa. Pengeditan tidak terlalu exstreem.
5,mantap....sangat mudah digunakan....kembangkan lg aplikasinya seperti badan bs di gemukkan contoh badan kurus bs jd gemuk
5,aku suka sm filter nya tolong dong di tambah filter gratis nya yg bgs gitu plessss
5,apk bagus ... segera buruan download. krna apk ini buat meperbagus potto kita . jngn ragu mau download nya . apk ini terbukti bagus nya ...
5,Mantab sekali apikasi face app cowok bisa jadi cewek cantik sekali dan j.daffa y. Love salsabila ngp suka gem horror
1,"gabisa digunakan, terjadi kesalahan terus!"
5,Sangat menarik dan bagus hasil editan foto saya dgn menggunakan aplikasi ini. 👍👍
5,Waduh keren abis tapi klo bisa langganan nya di murahin lh 5000 per bulan kek
1,Sblm di update masih ada yg gratis setelah di update semua berbayar. Ayo semua plis berikan bintang 1 apk orang miskin cari untuk besar
5,Bagus cuma bayar langganan nya mahal coba donk jangan terlalu mahal Uda begitu tidak semua bisa di pakai
1,aplikasi bangsat!!!! udah berapa kali di instal masih itu² aja (ada yang tidak beres) hapus aja aplikasi lo bangsat kalau nggak beres
5,Ini aplikasinya bagus banget sampai sampai adik aku gak berhenti edit foto nya
1,"baru dipake edit sekali abis itu gk bisa lg dipake,gk jelaas......"
1,ngga bisa di buka udah pake dua hp takut nya yg satu error hp nya eh sama aja keluar nya kucing
5,Kenapa app ini tidak bisa dibeli pdhal sdh isi saldo di Spay ttap sj pembayaran sy ditolak kecewa sekali☹️
5,Bagus banget wajah kita nih jadinya keren moga tambah banyak gaya make up lagi yah
3,"Ada beberapa fitur yang dihapus, sangat disayangkan. Bagusan yang dulu."
5,FaceApp sangat memuaskan dan kita bisa mengedit foto kita menjadi tua dan muda aku beruntung mempunyai FeceApp
2,kog harus beli premium sih ga nonton iklan seperti dulu maaf deh aku uninstal aja
1,"Sbenrnya sy suka dn sdh lama mnggunakn aplikasi ini, dr gratis smpai dg berbyr lewat iklan, kmrn buka aplikasi ini kof tau2 hrs bayar,,ya sdh dg trpksa sy pamit dr faceApp,,saran sy kmbilkn sj ke iklan terimaksh bnyk,,"
3,bagus sih .tp krna bnyk yg minat pake aplikasi ini.jadi bayar deh..ga bisa free lg😐
5,"Luar Biasa Apk ini, gak nyesel lsg 5 Bintang, tolong yg Pro jangan terlalu banyak, free diperbanyak"
5,Semoga lebih oke lagi dan diperbanyak lagi menu face unik nya...
